"SegmentName","KPI","size_treatment","size_control","mean_treatment","mean_control","rel_effect","confidence_interval","pValue","Significant"
"co_NULL","supply_hours",191,188,1591.71204188482,1535.15957446809,0.0368381687202299,"(-34.589 ; 147.694)",0.223,"NO"
"co_NULL","utilisation",191,188,2.64624096526128,2.53689800752531,0.0431010460064305,"(-0.048 ; 0.266)",0.171,"NO"
"co_NULL","rides",191,188,32.565445026178,31.5904255319149,0.0308643988754784,"(-1.108 ; 3.058)",0.358,"NO"
"co_NULL","time_to_accept",191,188,0.0104712041884817,0,Inf,"(-0.01 ; 0.031)",0.319,"NO"
"co_NULL","time_to_reject",191,188,0.0471204188481675,0,Inf,"(-0.046 ; 0.14)",0.319,"NO"
"co_NULL","accepted",191,188,48.9476439790576,48.0372340425532,0.0189521723023836,"(-3.613 ; 5.433)",0.692,"NO"
"co_NULL","rejected",191,188,0.0104712041884817,0,Inf,"(-0.01 ; 0.031)",0.319,"NO"
"co_NULL","ignored",191,188,0.0418848167539267,0,Inf,"(-0.018 ; 0.102)",0.171,"NO"
"co_NULL","broadcasts",191,188,49,48.0372340425532,0.0200420772893367,"(-3.55 ; 5.475)",0.675,"NO"
"co_NULL","drac_score_avg",191,188,11.8297339723455,12.2606382978723,-0.0351453419518657,"(-1.722 ; 0.86)",0.512,"NO"
"co_NULL","driver_aborts",191,188,0.146596858638743,0.122340425531915,0.198269974960164,"(-0.062 ; 0.11)",0.579,"NO"
"co_NULL","pax_can",191,188,6.4869109947644,6.37234042553191,0.0179793547710407,"(-0.612 ; 0.841)",0.757,"NO"
"co_NULL","rides_surge",191,188,0.722513089005236,0.925531914893617,-0.219353673948366,"(-0.406 ; 0)",0.05,"YES"
"co_Blocked","Utilisation_weighted",142,231,0.480253088954422,0.464314838865565,0.0343263853634258,"(-0.179 ; 0.211)",0.872,"NO"
"co_Blocked","AccR",142,231,0.090010612894667,0.0572567253404185,0.572053105718343,"(0.001 ; 0.065)",0.045,"YES"
"co_Blocked","RejR",142,231,0.248474396391616,0.271471272002657,-0.084712004483539,"(-0.173 ; 0.127)",0.763,"NO"
"co_Blocked","IngoreR",142,231,0.661514990713717,0.671272002656925,-0.0145351093216891,"(-0.397 ; 0.378)",0.96,"NO"
"co_Blocked","PassCanc_perAccepted",142,231,0.0803242446573324,0.0951276102088167,-0.155615867138774,"(-0.064 ; 0.034)",0.553,"NO"
"co_Blocked","driver_earning",142,231,60557.838028169,49823.3939393939,0.215449876855692,"(-13583.862 ; 35052.75)",0.386,"NO"
"co_Blocked","supply_hours",142,231,377.30985915493,286.658008658009,0.316236936554845,"(-3.775 ; 185.079)",0.06,"NO"
"co_Blocked","utilisation",142,231,0.748514994944211,0.63798184581179,0.173254379976558,"(-0.086 ; 0.307)",0.27,"NO"
"co_Blocked","rides",142,231,6.38028169014085,4.93939393939394,0.29171347101011,"(-1.153 ; 4.035)",0.275,"NO"
"co_Blocked","time_to_accept",142,231,11.0725311157819,8.1308001858794,0.361800912905398,"(0.473 ; 5.411)",0.02,"YES"
"co_Blocked","time_to_reject",142,231,15.6410413272034,7.20837895171539,1.16984171225921,"(-3.722 ; 20.587)",0.172,"NO"
"co_Blocked","accepted",142,231,9.55633802816901,7.46320346320346,0.280460605862554,"(-1.491 ; 5.677)",0.251,"NO"
"co_Blocked","rejected",142,231,26.3802816901408,35.3852813852814,-0.25448433197669,"(-26.771 ; 8.761)",0.32,"NO"
"co_Blocked","ignored",142,231,70.2323943661972,87.4978354978355,-0.197324208460739,"(-62.049 ; 27.518)",0.449,"NO"
"co_Blocked","broadcasts",142,231,106.169014084507,130.34632034632,-0.185485146013911,"(-79.17 ; 30.815)",0.388,"NO"
"co_Blocked","drac_score_avg",142,231,79.0555403077358,60.5349425991107,0.30594887701929,"(-22.075 ; 59.116)",0.37,"NO"
"co_Blocked","driver_aborts",142,231,0.964788732394366,0.701298701298701,0.375717266562337,"(-0.103 ; 0.63)",0.158,"NO"
"co_Blocked","pax_can",142,231,0.767605633802817,0.70995670995671,0.0812006183442115,"(-0.363 ; 0.478)",0.787,"NO"
"co_Blocked","rides_surge",142,231,1.06338028169014,1.01298701298701,0.0497472011556519,"(-0.544 ; 0.644)",0.868,"NO"
"co_Fraud","Utilisation_weighted",15,12,0.421801333116566,0.452720957159398,-0.0682973110784112,"(-0.418 ; 0.356)",0.87,"NO"
"co_Fraud","AccR",15,12,0.0957390846922672,0.0569730863334498,0.680426511071022,"(-0.028 ; 0.106)",0.242,"NO"
"co_Fraud","RejR",15,12,0.206996317727512,0.436211114994757,-0.525467576107042,"(-0.767 ; 0.309)",0.372,"NO"
"co_Fraud","IngoreR",15,12,0.697264597580221,0.506815798671793,0.375775181846215,"(-0.877 ; 1.258)",0.712,"NO"
"co_Fraud","PassCanc_perAccepted",15,12,0.0824175824175824,0.122699386503067,-0.328296703296703,"(-0.141 ; 0.06)",0.414,"NO"
"co_Fraud","driver_earning",15,12,121271.933333333,63107.75,0.921664666119983,"(-50759.805 ; 167088.172)",0.279,"NO"
"co_Fraud","supply_hours",15,12,820.133333333333,431.833333333333,0.899189502122733,"(19.606 ; 756.994)",0.04,"YES"
"co_Fraud","utilisation",15,12,1.19229728067871,0.906773201850234,0.314879264457609,"(-0.439 ; 1.01)",0.425,"NO"
"co_Fraud","rides",15,12,13.4666666666667,7.33333333333333,0.836363636363636,"(-2.755 ; 15.021)",0.167,"NO"
"co_Fraud","time_to_accept",15,12,20.0208052133052,11.7283303502054,0.707046494725881,"(-0.073 ; 16.658)",0.052,"NO"
"co_Fraud","time_to_reject",15,12,27.7362158200152,7.82025398631115,2.54671547350837,"(-14.631 ; 54.463)",0.237,"NO"
"co_Fraud","accepted",15,12,24.2666666666667,13.5833333333333,0.786503067484662,"(-6.025 ; 27.391)",0.198,"NO"
"co_Fraud","rejected",15,12,52.4666666666667,104,-0.49551282051282,"(-180.098 ; 77.031)",0.401,"NO"
"co_Fraud","ignored",15,12,176.733333333333,120.833333333333,0.462620689655172,"(-213.228 ; 325.028)",0.667,"NO"
"co_Fraud","broadcasts",15,12,253.466666666667,238.416666666667,0.0631247815449144,"(-305.271 ; 335.371)",0.923,"NO"
"co_Fraud","drac_score_avg",15,12,240.81220631833,110.035506195078,1.18849546519468,"(-190.963 ; 452.516)",0.402,"NO"
"co_Fraud","driver_aborts",15,12,5,3.33333333333333,0.5,"(-4.849 ; 8.183)",0.602,"NO"
"co_Fraud","pax_can",15,12,2,1.66666666666667,0.2,"(-1.52 ; 2.187)",0.714,"NO"
"co_Fraud","rides_surge",15,12,2.6,1.58333333333333,0.642105263157895,"(-2.606 ; 4.639)",0.563,"NO"
